Repository Name,PR Title,PR URL,Age (days)
productsupcom/bin-marketplaces,Bump guzzlehttp/guzzle from 7.5.1 to 7.7.0,https://github.com/productsupcom/bin-marketplaces/pull/71,282
productsupcom/bin-marketplaces,Bump galbar/jsonpath from 2.1 to 3.0,https://github.com/productsupcom/bin-marketplaces/pull/67,359
productsupcom/bin-marketplaces,Bump productsupcom/lib-sqlite from 6.11.1 to 6.12.1,https://github.com/productsupcom/bin-marketplaces/pull/61,448
productsupcom/bin-cde-richemont,Build(deps): Bump productsupcom/cde-binary-framework from 1.4.3 to 1.5.1,https://github.com/productsupcom/bin-cde-richemont/pull/18,0
productsupcom/bin-cde-richemont,Build(deps): Bump guzzlehttp/psr7 from 2.4.4 to 2.5.0,https://github.com/productsupcom/bin-cde-richemont/pull/9,314
productsupcom/bin-zuora,Bump guzzlehttp/guzzle from 7.5.1 to 7.7.0,https://github.com/productsupcom/bin-zuora/pull/99,282
productsupcom/api-marketplaces,Bump productsupcom/lib-amazon-spapi from 4.0.1 to 5.1.0,https://github.com/productsupcom/api-marketplaces/pull/728,147
productsupcom/api-marketplaces,Bump twig/extra-bundle from 3.5.1 to 3.7.1,https://github.com/productsupcom/api-marketplaces/pull/726,183
productsupcom/api-marketplaces,Bump doctrine/orm from 2.14.1 to 2.16.2,https://github.com/productsupcom/api-marketplaces/pull/725,183
productsupcom/api-marketplaces,Bump doctrine/doctrine-bundle from 2.8.3 to 2.10.2,https://github.com/productsupcom/api-marketplaces/pull/723,203
productsupcom/api-marketplaces,Bump symfony/property-access from 5.4.22 to 5.4.26,https://github.com/productsupcom/api-marketplaces/pull/721,212
productsupcom/api-marketplaces,Bump lexik/jwt-authentication-bundle from 2.18.1 to 2.19.1,https://github.com/productsupcom/api-marketplaces/pull/714,239
productsupcom/api-marketplaces,Bump ramsey/uuid from 4.7.3 to 4.7.4,https://github.com/productsupcom/api-marketplaces/pull/693,317
productsupcom/api-marketplaces,Bump galbar/jsonpath from 2.1 to 3.0,https://github.com/productsupcom/api-marketplaces/pull/677,359
productsupcom/api-marketplaces,Bump doctrine/annotations from 1.14.3 to 2.0.1,https://github.com/productsupcom/api-marketplaces/pull/676,362
productsupcom/api-marketplaces,Bump nelmio/cors-bundle from 2.2.0 to 2.3.1,https://github.com/productsupcom/api-marketplaces/pull/655,376
productsupcom/api-marketplaces,DEV-12242 - Set proper listing status once there is no more retries,https://github.com/productsupcom/api-marketplaces/pull/558,496
productsupcom/api-marketplaces,DEV-9664 - Provide health check endpoint through lib-healthcheck,https://github.com/productsupcom/api-marketplaces/pull/190,770
productsupcom/bin-cde-square,Build(deps): Bump guzzlehttp/psr7 from 2.2.1 to 2.5.0,https://github.com/productsupcom/bin-cde-square/pull/33,314
productsupcom/bin-cde-square,Build(deps): Bump symfony/messenger from 6.0.3 to 6.0.19,https://github.com/productsupcom/bin-cde-square/pull/32,398
productsupcom/bin-cde-square,Build(deps): Bump guzzlehttp/guzzle from 7.4.2 to 7.4.5,https://github.com/productsupcom/bin-cde-square/pull/24,616
productsupcom/bin-cde-square,Build(deps): Bump square/connect from 3.20200325.0 to 3.20200528.1,https://github.com/productsupcom/bin-cde-square/pull/10,783
productsupcom/data-science-playground,Bump werkzeug from 2.2.2 to 2.2.3 in /ImageResearch/notebooks,https://github.com/productsupcom/data-science-playground/pull/38,377
productsupcom/data-science-playground,Bump starlette from 0.19.1 to 0.25.0 in /ImageResearch/notebooks,https://github.com/productsupcom/data-science-playground/pull/37,378
productsupcom/data-science-playground,Bump ipython from 8.6.0 to 8.10.0 in /ImageResearch/notebooks,https://github.com/productsupcom/data-science-playground/pull/36,382
productsupcom/data-science-playground,Bump cryptography from 3.3.2 to 39.0.1 in /Interactive Charts/panel-examples/apps/django_multi_apps,https://github.com/productsupcom/data-science-playground/pull/35,385
productsupcom/data-science-playground,Bump certifi from 2022.9.24 to 2022.12.7 in /ImageResearch/notebooks,https://github.com/productsupcom/data-science-playground/pull/27,446
productsupcom/data-science-playground,Bump pillow from 8.2.0 to 9.3.0 in /Interactive Charts/panel-examples/apps/django_multi_apps,https://github.com/productsupcom/data-science-playground/pull/23,463
productsupcom/data-science-playground,Bump pillow from 9.2.0 to 9.3.0 in /ImageResearch/notebooks,https://github.com/productsupcom/data-science-playground/pull/22,469
productsupcom/data-science-playground,Bump numpy from 1.21.6 to 1.22.0 in /ImageResearch/notebooks,https://github.com/productsupcom/data-science-playground/pull/21,481
productsupcom/data-science-playground,Bump django from 3.1.12 to 3.1.14 in /Interactive Charts/panel-examples/apps/django_multi_apps,https://github.com/productsupcom/data-science-playground/pull/20,481
productsupcom/data-science-playground,Bump nltk from 3.6.5 to 3.6.6 in /Automapper/docker,https://github.com/productsupcom/data-science-playground/pull/18,481
productsupcom/data-science-playground,Bump twisted from 20.3.0 to 22.10.0 in /Interactive Charts/panel-examples/apps/django_multi_apps,https://github.com/productsupcom/data-science-playground/pull/19,481
productsupcom/data-science-playground,Bump joblib from 1.1.0 to 1.2.0 in /Automapper/docker,https://github.com/productsupcom/data-science-playground/pull/17,515
productsupcom/data-science-playground,Bump numpy from 1.21.3 to 1.22.0 in /Automapper/docker,https://github.com/productsupcom/data-science-playground/pull/16,616
productsupcom/data-science-playground,Bump numpy from 1.18.0 to 1.22.0 in /Interactive Charts/panel-examples/apps/django_multi_apps,https://github.com/productsupcom/data-science-playground/pull/15,616
productsupcom/bin-cde-proton-api,Bump productsupcom/cde-binary-framework from 1.3.20 to 1.5.1,https://github.com/productsupcom/bin-cde-proton-api/pull/66,0
productsupcom/bin-cde-proton-api,Bump symfony/serializer from 5.4.35 to 5.4.36,https://github.com/productsupcom/bin-cde-proton-api/pull/65,0
productsupcom/bin-cde-proton-api,Bump guzzlehttp/psr7 from 2.4.3 to 2.5.0,https://github.com/productsupcom/bin-cde-proton-api/pull/44,314
productsupcom/bin-qlik,Bump league/flysystem-aws-s3-v3 from 3.2.0 to 3.15.0,https://github.com/productsupcom/bin-qlik/pull/133,299
productsupcom/bin-qlik,Bump league/flysystem from 3.2.1 to 3.15.1,https://github.com/productsupcom/bin-qlik/pull/132,299
productsupcom/bin-qlik,Bump guzzlehttp/psr7 from 2.4.1 to 2.5.0,https://github.com/productsupcom/bin-qlik/pull/131,314
productsupcom/bin-qlik,Bump productsupcom/bin-zuora from 1.17.0 to 1.27.0,https://github.com/productsupcom/bin-qlik/pull/116,443
productsupcom/bin-cde-adwords-keywords,Dev 8763 migration,https://github.com/productsupcom/bin-cde-adwords-keywords/pull/4,775
productsupcom/api-content-portal,Bump symfony/security-bundle from 5.4.30 to 5.4.36,https://github.com/productsupcom/api-content-portal/pull/327,0
productsupcom/api-content-portal,Bump symfony/validator from 5.4.30 to 5.4.36,https://github.com/productsupcom/api-content-portal/pull/326,0
productsupcom/api-content-portal,Bump symfony/framework-bundle from 5.4.30 to 5.4.36,https://github.com/productsupcom/api-content-portal/pull/325,0
productsupcom/api-content-portal,Bump symfony/console from 5.4.28 to 5.4.36,https://github.com/productsupcom/api-content-portal/pull/324,0
productsupcom/api-content-portal,Bump symfony/serializer from 5.4.30 to 5.4.36,https://github.com/productsupcom/api-content-portal/pull/323,0
productsupcom/api-content-portal,Bump symfony/form from 5.4.30 to 5.4.36,https://github.com/productsupcom/api-content-portal/pull/322,0
productsupcom/api-content-portal,Bump symfony/yaml from 5.4.30 to 5.4.35,https://github.com/productsupcom/api-content-portal/pull/321,28
productsupcom/api-content-portal,Bump doctrine/doctrine-bundle from 2.10.2 to 2.11.1,https://github.com/productsupcom/api-content-portal/pull/301,104
productsupcom/api-content-portal,Bump doctrine/doctrine-migrations-bundle from 3.2.4 to 3.3.0,https://github.com/productsupcom/api-content-portal/pull/300,106
productsupcom/api-content-portal,Bump symfony/security-http from 5.4.30 to 5.4.31,https://github.com/productsupcom/api-content-portal/pull/291,107
productsupcom/platform-e2e-regression-testsuite,Bump testng from 7.4.0 to 7.5.1,https://github.com/productsupcom/platform-e2e-regression-testsuite/pull/39,294
productsupcom/platform-e2e-regression-testsuite,Bump jackson-databind from 2.12.1 to 2.12.7.1,https://github.com/productsupcom/platform-e2e-regression-testsuite/pull/37,469
productsupcom/app-content-portal,Bump ip from 1.1.5 to 1.1.9,https://github.com/productsupcom/app-content-portal/pull/81,6
productsupcom/app-content-portal,Bump tar from 4.4.13 to 4.4.19,https://github.com/productsupcom/app-content-portal/pull/80,25
productsupcom/app-content-portal,Bump follow-redirects from 1.14.5 to 1.15.4,https://github.com/productsupcom/app-content-portal/pull/79,49
productsupcom/app-content-portal,Bump browserify-sign from 4.2.1 to 4.2.2,https://github.com/productsupcom/app-content-portal/pull/77,123
productsupcom/app-content-portal,Bump @babel/traverse from 7.16.3 to 7.23.2,https://github.com/productsupcom/app-content-portal/pull/76,133
productsupcom/app-content-portal,Bump postcss and @angular-devkit/build-angular,https://github.com/productsupcom/app-content-portal/pull/75,146
productsupcom/app-content-portal,Bump debug from 3.2.6 to 4.3.2,https://github.com/productsupcom/app-content-portal/pull/74,148
productsupcom/bin-cde-site-giant,Bump guzzlehttp/psr7 from 2.3.0 to 2.5.0,https://github.com/productsupcom/bin-cde-site-giant/pull/18,314
productsupcom/bin-cde-site-giant,Bump guzzlehttp/guzzle from 7.4.4 to 7.4.5,https://github.com/productsupcom/bin-cde-site-giant/pull/16,616
productsupcom/bin-cde-site-giant,Bump productsupcom/cde-binary-framework from 1.3.8 to 1.3.15,https://github.com/productsupcom/bin-cde-site-giant/pull/12,644
productsupcom/bin-cde-rioseo-api,Bump symfony/cache from 5.4.2 to 6.0.19,https://github.com/productsupcom/bin-cde-rioseo-api/pull/37,398
productsupcom/bin-cde-rioseo-api,Bump guzzlehttp/guzzle from 7.4.2 to 7.4.5,https://github.com/productsupcom/bin-cde-rioseo-api/pull/28,616
productsupcom/bin-cde-migros,Build(deps): Bump guzzlehttp/psr7 from 2.4.0 to 2.5.0,https://github.com/productsupcom/bin-cde-migros/pull/37,314
productsupcom/bin-cde-migros,Build(deps): Bump symfony/messenger from 6.0.10 to 6.0.19,https://github.com/productsupcom/bin-cde-migros/pull/36,399
productsupcom/api-platform-usage-data,Bump symfony/framework-bundle from 5.3.11 to 5.4.21,https://github.com/productsupcom/api-platform-usage-data/pull/60,364
productsupcom/api-platform-usage-data,Bump symfony/validator from 5.3.12 to 5.4.21,https://github.com/productsupcom/api-platform-usage-data/pull/59,364
productsupcom/api-platform-usage-data,Bump jms/serializer-bundle from 3.10.0 to 5.2.1,https://github.com/productsupcom/api-platform-usage-data/pull/58,387
productsupcom/api-platform-usage-data,Bump symfony/http-kernel from 5.3.12 to 5.4.20,https://github.com/productsupcom/api-platform-usage-data/pull/57,391
productsupcom/api-platform-usage-data,Bump productsupcom/lib-platform-usage-data from 1.0.0 to 2.4.0,https://github.com/productsupcom/api-platform-usage-data/pull/40,540
productsupcom/platform-usage-data-grpc,Bump guzzlehttp/psr7 from 2.4.3 to 2.5.0,https://github.com/productsupcom/platform-usage-data-grpc/pull/55,314
productsupcom/bin-cde-pimcore,Bump guzzlehttp/psr7 from 2.2.1 to 2.5.0,https://github.com/productsupcom/bin-cde-pimcore/pull/21,314
productsupcom/bin-cde-pimcore,Bump guzzlehttp/guzzle from 7.4.2 to 7.4.5,https://github.com/productsupcom/bin-cde-pimcore/pull/19,616
productsupcom/bin-cde-bigcommerce,Bump guzzlehttp/psr7 from 2.1.0 to 2.5.0,https://github.com/productsupcom/bin-cde-bigcommerce/pull/25,314
productsupcom/bin-cde-bigcommerce,Bump guzzlehttp/guzzle from 7.4.1 to 7.4.5,https://github.com/productsupcom/bin-cde-bigcommerce/pull/24,616
productsupcom/ds-automapper,Bump scipy from 1.9.3 to 1.10.0,https://github.com/productsupcom/ds-automapper/pull/39,236
productsupcom/pup-qa-content-portal-automation,Bump testng from 6.14.3 to 7.5.1,https://github.com/productsupcom/pup-qa-content-portal-automation/pull/16,294
productsupcom/pup-qa-content-portal-automation,Bump jackson-databind from 2.12.1 to 2.12.7.1,https://github.com/productsupcom/pup-qa-content-portal-automation/pull/13,469
productsupcom/bin-cde-syndigo,Build(deps): Bump productsupcom/cde-binary-framework from 1.4.6 to 1.5.1,https://github.com/productsupcom/bin-cde-syndigo/pull/113,0
productsupcom/bin-cde-syndigo,Build(deps): Bump nesbot/carbon from 2.67.0 to 3.0.2,https://github.com/productsupcom/bin-cde-syndigo/pull/112,21
productsupcom/bin-cde-syndigo,Build(deps): Bump monolog/monolog from 2.9.1 to 2.9.2,https://github.com/productsupcom/bin-cde-syndigo/pull/101,121
productsupcom/bin-cde-syndigo,Build(deps): Bump symfony/messenger from 6.3.0 to 6.3.4,https://github.com/productsupcom/bin-cde-syndigo/pull/97,184
productsupcom/bin-cde-metro-products,Bump guzzlehttp/psr7 from 2.2.1 to 2.5.0,https://github.com/productsupcom/bin-cde-metro-products/pull/26,314
productsupcom/bin-cde-metro-products,Bump guzzlehttp/guzzle from 7.4.2 to 7.4.5,https://github.com/productsupcom/bin-cde-metro-products/pull/24,616
productsupcom/bin-cde-victoriasecret,Build(deps): Bump guzzlehttp/psr7 from 2.4.3 to 2.5.0,https://github.com/productsupcom/bin-cde-victoriasecret/pull/22,314
productsupcom/bin-cde-nft-blockchain,Bump certifi from 2021.10.8 to 2022.12.7,https://github.com/productsupcom/bin-cde-nft-blockchain/pull/1,446
knowhy/automapper-grpc,IN-1703: fix staging environment endpoint,https://github.com/productsupcom/automapper-grpc/pull/29,169
productsupcom/automapper-grpc,Bump google/common-protos from 2.1.0 to 3.2.0,https://github.com/productsupcom/automapper-grpc/pull/24,408
productsupcom/bin-cde-akeneo-v2,Bump guzzlehttp/psr7 from 2.4.0 to 2.5.0,https://github.com/productsupcom/bin-cde-akeneo-v2/pull/86,314
productsupcom/bin-cde-akeneo-v2,Bump productsupcom/cde-binary-framework from 1.3.16 to 1.4.3,https://github.com/productsupcom/bin-cde-akeneo-v2/pull/85,391
productsupcom/bin-cde-akeneo-v2,Bump symfony/property-info from 6.0.10 to 6.0.19,https://github.com/productsupcom/bin-cde-akeneo-v2/pull/83,394
productsupcom/bin-cde-akeneo-v2,Bump symfony/property-access from 6.0.8 to 6.0.19,https://github.com/productsupcom/bin-cde-akeneo-v2/pull/82,394
productsupcom/bin-cde-akeneo-v2,Bump productsupcom/lib-sqlite from 6.9.0 to 6.12.1,https://github.com/productsupcom/bin-cde-akeneo-v2/pull/78,447
productsupcom/bin-cde-akeneo-v2,Bump productsupcom/lib-service from 4.1.0 to 4.2.0,https://github.com/productsupcom/bin-cde-akeneo-v2/pull/71,496
productsupcom/bin-cde-akeneo-v2,Binary migration debug cde,https://github.com/productsupcom/bin-cde-akeneo-v2/pull/61,590
productsupcom/coreteam-go-codingtest,Bump golang.org/x/sys from 0.0.0-20200323222414-85ca7c5b95cd to 0.1.0,https://github.com/productsupcom/coreteam-go-codingtest/pull/3,368
productsupcom/coreteam-go-codingtest,Bump golang.org/x/net from 0.0.0-20200822124328-c89045814202 to 0.7.0,https://github.com/productsupcom/coreteam-go-codingtest/pull/2,368
productsupcom/coreteam-go-codingtest,Bump golang.org/x/text from 0.3.0 to 0.3.8,https://github.com/productsupcom/coreteam-go-codingtest/pull/1,370
productsupcom/bin-cde-rss,Bump guzzlehttp/psr7 from 2.4.0 to 2.5.0,https://github.com/productsupcom/bin-cde-rss/pull/21,314
productsupcom/bin-engineering-metrics,Bump symfony/dependency-injection from 6.3.4 to 6.4.1,https://github.com/productsupcom/bin-engineering-metrics/pull/147,86
productsupcom/bin-engineering-metrics,Bump symfony/console from 6.3.4 to 6.4.1,https://github.com/productsupcom/bin-engineering-metrics/pull/146,86
productsupcom/bin-engineering-metrics,Bump guzzlehttp/guzzle from 7.8.0 to 7.8.1,https://github.com/productsupcom/bin-engineering-metrics/pull/145,86
productsupcom/bin-engineering-metrics,Bump symfony/config from 6.3.2 to 6.4.0,https://github.com/productsupcom/bin-engineering-metrics/pull/143,90
productsupcom/bin-engineering-metrics,Bump symfony/dotenv from 6.3.0 to 6.4.0,https://github.com/productsupcom/bin-engineering-metrics/pull/142,90
productsupcom/bin-engineering-metrics,Bump symfony/yaml from 6.3.3 to 6.4.0,https://github.com/productsupcom/bin-engineering-metrics/pull/140,90
productsupcom/bin-engineering-metrics,Bump symfony/monolog-bundle from 3.8.0 to 3.10.0,https://github.com/productsupcom/bin-engineering-metrics/pull/135,113
productsupcom/ops_terraform,New,https://github.com/productsupcom/ops_terraform/pull/3,252
productsupcom/pup-qa-streamapi-automation,Bump testng from 7.5 to 7.5.1,https://github.com/productsupcom/pup-qa-streamapi-automation/pull/17,294
productsupcom/pup-qa-streamapi-automation,Bump jackson-databind from 2.13.1 to 2.13.4.2,https://github.com/productsupcom/pup-qa-streamapi-automation/pull/15,333
productsupcom/bin-cde-odbc-import,NIJ: testing ptoxy for snowflake,https://github.com/productsupcom/bin-cde-odbc-import/pull/17,13
productsupcom/bin-cde-odbc-import,Add Dockerfile that uses proxychains,https://github.com/productsupcom/bin-cde-odbc-import/pull/9,461
productsupcom/distrib-testing,Bump google/protobuf from 3.19.4 to 3.23.1,https://github.com/productsupcom/distrib-testing/pull/66,286
productsupcom/distrib-testing,Bump grpc/grpc from 1.42.0 to 1.52.0,https://github.com/productsupcom/distrib-testing/pull/59,366
productsupcom/distrib-testing,Bump symfony/process from 6.0.8 to 6.0.19,https://github.com/productsupcom/distrib-testing/pull/50,399
productsupcom/distrib-testing,Bump productsupcom/monolog-extras from 1.2.0 to 1.2.1,https://github.com/productsupcom/distrib-testing/pull/42,562
productsupcom/distrib-testing,Bump productsupcom/unittest from 0.2.6 to 0.3.0,https://github.com/productsupcom/distrib-testing/pull/37,597
productsupcom/bin-writers,[!DRAFT] Improving writer factory ,https://github.com/productsupcom/bin-writers/pull/40,439
productsupcom/bin-cde-import-walgreen,Build(deps): Bump league/flysystem-ftp from 2.4.2 to 3.15.0,https://github.com/productsupcom/bin-cde-import-walgreen/pull/21,299
productsupcom/bin-cde-import-walgreen,Build(deps): Bump guzzlehttp/psr7 from 2.4.0 to 2.5.0,https://github.com/productsupcom/bin-cde-import-walgreen/pull/20,314
productsupcom/bin-cde-import-walgreen,Bump productsupcom/lib-guzzle-middleware from 1.0.0 to 3.1.2,https://github.com/productsupcom/bin-cde-import-walgreen/pull/2,722
productsupcom/bin-cde-woocommerce,Build(deps): Bump guzzlehttp/psr7 from 2.4.0 to 2.5.0,https://github.com/productsupcom/bin-cde-woocommerce/pull/20,314
productsupcom/bin-cde-json,Build(deps): Bump guzzlehttp/psr7 from 2.4.0 to 2.5.0,https://github.com/productsupcom/bin-cde-json/pull/26,314
productsupcom/app-user-settings,Bump follow-redirects from 1.15.3 to 1.15.4,https://github.com/productsupcom/app-user-settings/pull/56,48
productsupcom/app-user-settings,Bump vite and @angular-devkit/build-angular,https://github.com/productsupcom/app-user-settings/pull/55,84
productsupcom/app-user-settings,WIP: DEV-16239 & DEV-16450 Add keycloak to app-user-settings SPA,https://github.com/productsupcom/app-user-settings/pull/54,106
productsupcom/app-user-settings,Bump postcss and @angular-devkit/build-angular,https://github.com/productsupcom/app-user-settings/pull/53,110
productsupcom/app-user-settings,Bump loader-utils from 2.0.2 to 2.0.3,https://github.com/productsupcom/app-user-settings/pull/40,476
productsupcom/app-user-settings,Bump terser and @angular-devkit/build-angular,https://github.com/productsupcom/app-user-settings/pull/39,504
productsupcom/bin-cde-sailthru,Bump productsupcom/cde-binary-framework from 1.3.21 to 1.4.3,https://github.com/productsupcom/bin-cde-sailthru/pull/27,387
productsupcom/bin-cde-swarovski,Bump guzzlehttp/psr7 from 2.4.0 to 2.5.0,https://github.com/productsupcom/bin-cde-swarovski/pull/9,314
productsupcom/authn-authz-keycloak-poc,Bump guzzlehttp/psr7 from 1.8.5 to 1.9.1,https://github.com/productsupcom/authn-authz-keycloak-poc/pull/19,314
productsupcom/authn-authz-keycloak-poc,Bump symfony/http-kernel from 6.0.7 to 6.0.20,https://github.com/productsupcom/authn-authz-keycloak-poc/pull/18,391
productsupcom/authn-authz-keycloak-poc,Bump symfony/security-bundle from 6.0.5 to 6.0.20,https://github.com/productsupcom/authn-authz-keycloak-poc/pull/17,391
productsupcom/authn-authz-keycloak-poc,Bump guzzlehttp/guzzle from 6.5.5 to 6.5.8,https://github.com/productsupcom/authn-authz-keycloak-poc/pull/16,616
productsupcom/bin-cde-krisshop,Build(deps): Bump guzzlehttp/psr7 from 2.4.0 to 2.5.0,https://github.com/productsupcom/bin-cde-krisshop/pull/16,314
productsupcom/authn-authz-keycloak-docker-poc,Bump org.keycloak:keycloak-core from 17.0.0 to 22.0.3 in /keycloak-pat,https://github.com/productsupcom/authn-authz-keycloak-docker-poc/pull/16,168
productsupcom/authn-authz-keycloak-docker-poc,Bump keycloak-server-spi-private from 17.0.0 to 21.1.2 in /keycloak-pat,https://github.com/productsupcom/authn-authz-keycloak-docker-poc/pull/12,242
productsupcom/authn-authz-keycloak-docker-poc,Bump keycloak-services from 17.0.0 to 21.1.2 in /keycloak-pat,https://github.com/productsupcom/authn-authz-keycloak-docker-poc/pull/13,242
productsupcom/google-categories-import,Bump guzzlehttp/psr7 from 2.4.0 to 2.5.0,https://github.com/productsupcom/google-categories-import/pull/33,314
productsupcom/google-categories-import,Bump guzzlehttp/guzzle from 7.4.5 to 7.5.1,https://github.com/productsupcom/google-categories-import/pull/32,316
productsupcom/google-categories-import,Bump phpunit/phpunit from 9.5.28 to 9.6.7,https://github.com/productsupcom/google-categories-import/pull/31,317
productsupcom/google-categories-import,Bump productsupcom/lib-pdo from 3.0.0 to 3.1.0,https://github.com/productsupcom/google-categories-import/pull/19,554
productsupcom/bin-cde-gucci,Build(deps): Bump symfony/messenger from 6.2.11 to 6.3.4,https://github.com/productsupcom/bin-cde-gucci/pull/42,184
productsupcom/bin-cde-gucci,Build(deps): Bump productsupcom/cde-binary-framework from 1.4.3 to 1.4.6,https://github.com/productsupcom/bin-cde-gucci/pull/36,261
productsupcom/bin-cde-gucci,Build(deps): Bump guzzlehttp/psr7 from 2.4.3 to 2.5.0,https://github.com/productsupcom/bin-cde-gucci/pull/29,314
productsupcom/bin-cde-corning,Build(deps): Bump productsupcom/cde-binary-framework from 1.4.9 to 1.5.1,https://github.com/productsupcom/bin-cde-corning/pull/85,0
productsupcom/bin-cde-corning,Build(deps): Bump league/flysystem from 3.12.3 to 3.24.0,https://github.com/productsupcom/bin-cde-corning/pull/83,23
productsupcom/bin-cde-corning,Build(deps): Bump league/flysystem-ftp from 3.10.3 to 3.24.0,https://github.com/productsupcom/bin-cde-corning/pull/82,23
productsupcom/bin-cde-corning,Build(deps): Bump league/flysystem-sftp-v3 from 3.10.3 to 3.23.1,https://github.com/productsupcom/bin-cde-corning/pull/80,30
productsupcom/bin-cde-negative-export,Bump phpseclib/phpseclib from 3.0.17 to 3.0.36,https://github.com/productsupcom/bin-cde-negative-export/pull/60,1
productsupcom/bin-cde-negative-export,Build(deps): Bump league/flysystem from 1.1.10 to 3.24.0,https://github.com/productsupcom/bin-cde-negative-export/pull/59,23
productsupcom/bin-cde-negative-export,Build(deps): Bump phpseclib/phpseclib from 3.0.17 to 3.0.34,https://github.com/productsupcom/bin-cde-negative-export/pull/52,91
productsupcom/bin-cde-negative-export,Build(deps): Bump guzzlehttp/psr7 from 2.4.3 to 2.5.0,https://github.com/productsupcom/bin-cde-negative-export/pull/47,314
productsupcom/bin-cde-export-partner-portal,Bump productsupcom/cde-binary-framework from 1.4.7 to 1.5.1,https://github.com/productsupcom/bin-cde-export-partner-portal/pull/16,0
productsupcom/bin-cde-vodafone-import,Build(deps): Bump guzzlehttp/psr7 from 2.4.0 to 2.5.0,https://github.com/productsupcom/bin-cde-vodafone-import/pull/11,314
productsupcom/bin-cde-vodafone-import,Build(deps): Bump nicolab/php-ftp-client from 1.6.1 to 2.0.2,https://github.com/productsupcom/bin-cde-vodafone-import/pull/10,566
productsupcom/bin-cde-wish,Bump guzzlehttp/psr7 from 2.4.1 to 2.5.0,https://github.com/productsupcom/bin-cde-wish/pull/15,314
productsupcom/bin-cde-import-wuaki,Build(deps): Bump league/flysystem from 3.0.21 to 3.15.1,https://github.com/productsupcom/bin-cde-import-wuaki/pull/44,299
productsupcom/bin-cde-import-wuaki,Build(deps): Bump league/flysystem-ftp from 3.0.19 to 3.15.0,https://github.com/productsupcom/bin-cde-import-wuaki/pull/43,299
productsupcom/bin-cde-import-wuaki,Build(deps): Bump guzzlehttp/psr7 from 2.4.0 to 2.5.0,https://github.com/productsupcom/bin-cde-import-wuaki/pull/42,314
productsupcom/bin-cde-import-wuaki,Build(deps): Bump productsupcom/cde-binary-framework from 1.3.16 to 1.4.3,https://github.com/productsupcom/bin-cde-import-wuaki/pull/38,387
productsupcom/bin-cde-import-wuaki,Build(deps): Bump league/flysystem-bundle from 2.2.1 to 3.1.0,https://github.com/productsupcom/bin-cde-import-wuaki/pull/32,419
productsupcom/app-activity,Bump follow-redirects from 1.15.2 to 1.15.4,https://github.com/productsupcom/app-activity/pull/101,49
productsupcom/app-activity,DEV-16440 Add keycloak to app-activity SPA,https://github.com/productsupcom/app-activity/pull/99,104
productsupcom/app-activity,Bump axios from 1.4.0 to 1.6.1,https://github.com/productsupcom/app-activity/pull/98,108
productsupcom/app-activity,Bump @babel/traverse from 7.22.4 to 7.23.2,https://github.com/productsupcom/app-activity/pull/94,132
productsupcom/bin-cde-efo,Build(deps): Bump productsupcom/cde-binary-framework from 1.4.9 to 1.5.1,https://github.com/productsupcom/bin-cde-efo/pull/64,0
productsupcom/bin-cde-efo,Build(deps): Bump nesbot/carbon from 2.66.0 to 3.0.2,https://github.com/productsupcom/bin-cde-efo/pull/62,21
productsupcom/bin-cde-efo,Build(deps): Bump productsupcom/lib-guzzle-middleware from 3.1.2 to 4.1.1,https://github.com/productsupcom/bin-cde-efo/pull/52,125
productsupcom/bin-cde-efo,Build(deps): Bump guzzlehttp/psr7 from 2.4.3 to 2.5.0,https://github.com/productsupcom/bin-cde-efo/pull/41,314
productsupcom/cde-connector-boilerplate-sf,Bump symfony/validator from 5.4.35 to 5.4.36,https://github.com/productsupcom/cde-connector-boilerplate-sf/pull/215,0
productsupcom/cde-connector-boilerplate-sf,Bump phpstan/phpdoc-parser from 1.5.1 to 1.26.0,https://github.com/productsupcom/cde-connector-boilerplate-sf/pull/213,2
productsupcom/cde-connector-boilerplate-sf,Bump symfony/flex from 2.1.8 to 2.4.4,https://github.com/productsupcom/cde-connector-boilerplate-sf/pull/212,22
productsupcom/cde-connector-boilerplate-sf,Bump symfony/property-info from 5.4.24 to 5.4.35,https://github.com/productsupcom/cde-connector-boilerplate-sf/pull/206,28
productsupcom/cde-connector-boilerplate-sf,Bump symfony/monolog-bundle from 3.8.0 to 3.10.0,https://github.com/productsupcom/cde-connector-boilerplate-sf/pull/178,113
productsupcom/cde-connector-boilerplate-sf,Bump guzzlehttp/psr7 from 2.4.0 to 2.5.0,https://github.com/productsupcom/cde-connector-boilerplate-sf/pull/122,314
productsupcom/cde-connector-boilerplate-sf,Bump doctrine/annotations from 1.13.3 to 1.14.3,https://github.com/productsupcom/cde-connector-boilerplate-sf/pull/95,387
productsupcom/marketplace-smoke-suite,Bump testng from 7.4.0 to 7.5.1,https://github.com/productsupcom/marketplace-smoke-suite/pull/11,294
productsupcom/marketplace-smoke-suite,Bump jackson-databind from 2.12.1 to 2.12.7.1,https://github.com/productsupcom/marketplace-smoke-suite/pull/8,469
productsupcom/amazon-schemas,DEV-17036 - compare vendor schema,https://github.com/productsupcom/amazon-schemas/pull/32,29
productsupcom/amazon-schemas,Create script to extract attribute requirements in provided PTs,https://github.com/productsupcom/amazon-schemas/pull/31,113
